Num Clients,Throughput,Latency
1,4404.763605049253,0.00022702693939208985
2,2773.260873697278,0.0003556597232818603
5,1469.9165406167092,0.0006803927421569824
10,827.3398000506046,0.001207737445831299
20,398.18492967000134,0.002510243058204651
50,150.97538870116384,0.006622739791870117
